TAX,ASSESSED
VILLAGE TAXABLE,18000
SCHOOL TAXABLE,16170
FULL MKT VAL,1016949
COUNTY TAXABLE,21300
VILLAGE TAXABLE,21300
SCHOOL TAXABLE,21300
FULL MKT VAL,1203389
COUNTY TAXABLE,18800
VILLAGE TAXABLE,18800
SCHOOL TAXABLE,16970
FULL MKT VAL,1062146
COUNTY TAXABLE,19375
VILLAGE TAXABLE,19375
SCHOOL TAXABLE,19375
FULL MKT VAL,1094632
COUNTY TAXABLE,25275
VILLAGE TAXABLE,25275
SCHOOL TAXABLE,23445
FULL MKT VAL,1427966
COUNTY TAXABLE,15715
FULL MKT VAL,944915
VILLAGE TAXABLE,15715
SCHOOL TAXABLE,12935
COUNTY TAXABLE,18850
VILLAGE TAXABLE,18850
SCHOOL TAXABLE,18850
FULL MKT VAL,1064971
COUNTY TAXABLE,18700
VILLAGE TAXABLE,18700
SCHOOL TAXABLE,16870
FULL MKT VAL,1056497
COUNTY TAXABLE,27150
VILLAGE TAXABLE,27150
SCHOOL TAXABLE,27150
FULL MKT VAL,1533898
COUNTY TAXABLE,2100
VILLAGE TAXABLE,2100
SCHOOL TAXABLE,2100
FULL MKT VAL,118644
COUNTY TAXABLE,10800
FULL MKT VAL,892655
VILLAGE TAXABLE,10800
SCHOOL TAXABLE,12010
COUNTY TAXABLE,16425
FULL MKT VAL,944915
VILLAGE TAXABLE,16425
SCHOOL TAXABLE,14895
COUNTY TAXABLE,3500
VILLAGE TAXABLE,3500
SCHOOL TAXABLE,3500
FULL MKT VAL,197740
COUNTY TAXABLE,11900
FULL MKT VAL,954802
VILLAGE TAXABLE,11900
SCHOOL TAXABLE,13110
COUNTY TAXABLE,28125
VILLAGE TAXABLE,28125
SCHOOL TAXABLE,28125
FULL MKT VAL,1588983
COUNTY TAXABLE,1700
VILLAGE TAXABLE,1700
SCHOOL TAXABLE,1700
FULL MKT VAL,96045
COUNTY TAXABLE,28175
VILLAGE TAXABLE,28175
SCHOOL TAXABLE,28175
FULL MKT VAL,1591807
COUNTY TAXABLE,22850
VILLAGE TAXABLE,22850
SCHOOL TAXABLE,21020
FULL MKT VAL,1290960
COUNTY TAXABLE,18940
VILLAGE TAXABLE,18940
FULL MKT VAL,1127118
SCHOOL TAXABLE,16160
COUNTY TAXABLE,24000
VILLAGE TAXABLE,24000
SCHOOL TAXABLE,24000
FULL MKT VAL,1355932
COUNTY TAXABLE,17850
VILLAGE TAXABLE,17850
FULL MKT VAL,1084745
SCHOOL TAXABLE,17370
COUNTY TAXABLE,33450
VILLAGE TAXABLE,33450
SCHOOL TAXABLE,33450
FULL MKT VAL,1889830
COUNTY TAXABLE,12600
VILLAGE TAXABLE,12600
FULL MKT VAL,994350
SCHOOL TAXABLE,15770
COUNTY TAXABLE,15000
VILLAGE TAXABLE,15000
SCHOOL TAXABLE,15000
FULL MKT VAL,847457
COUNTY TAXABLE,17225
VILLAGE TAXABLE,17225
SCHOOL TAXABLE,17225
FULL MKT VAL,973163
COUNTY TAXABLE,14175
VILLAGE TAXABLE,14175
FULL MKT VAL,800847
SCHOOL TAXABLE,12345
COUNTY TAXABLE,15000
VILLAGE TAXABLE,15000
FULL MKT VAL,847457
SCHOOL TAXABLE,13170
COUNTY TAXABLE,19300
VILLAGE TAXABLE,19300
SCHOOL TAXABLE,17470
FULL MKT VAL,1090395
COUNTY TAXABLE,31590
VILLAGE TAXABLE,31590
SCHOOL TAXABLE,31590
FULL MKT VAL,1784745
COUNTY TAXABLE,18150
VILLAGE TAXABLE,18150
SCHOOL TAXABLE,16320
FULL MKT VAL,1025423
COUNTY TAXABLE,14200
VILLAGE TAXABLE,14200
FULL MKT VAL,802259
SCHOOL TAXABLE,12370
COUNTY TAXABLE,20550
VILLAGE TAXABLE,20550
SCHOOL TAXABLE,18720
FULL MKT VAL,1161016
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
FULL MKT VAL,994350
SCHOOL TAXABLE,15770
COUNTY TAXABLE,31425
VILLAGE TAXABLE,31425
SCHOOL TAXABLE,31425
FULL MKT VAL,1775423
COUNTY TAXABLE,14100
VILLAGE TAXABLE,14100
FULL MKT VAL,796610
SCHOOL TAXABLE,12270
COUNTY TAXABLE,14075
VILLAGE TAXABLE,14075
SCHOOL TAXABLE,12245
FULL MKT VAL,795197
COUNTY TAXABLE,16300
VILLAGE TAXABLE,16300
FULL MKT VAL,920903
SCHOOL TAXABLE,14470
COUNTY TAXABLE,17150
VILLAGE TAXABLE,17150
SCHOOL TAXABLE,17150
FULL MKT VAL,968926
COUNTY TAXABLE,13675
VILLAGE TAXABLE,13675
SCHOOL TAXABLE,13675
FULL MKT VAL,772598
COUNTY TAXABLE,14800
VILLAGE TAXABLE,14800
SCHOOL TAXABLE,12970
FULL MKT VAL,836158
COUNTY TAXABLE,15050
VILLAGE TAXABLE,15050
SCHOOL TAXABLE,13220
FULL MKT VAL,850282
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,16600
FULL MKT VAL,937853
COUNTY TAXABLE,31650
VILLAGE TAXABLE,31650
SCHOOL TAXABLE,31650
FULL MKT VAL,1788135
COUNTY TAXABLE,18950
VILLAGE TAXABLE,18950
SCHOOL TAXABLE,18950
FULL MKT VAL,1070621
COUNTY TAXABLE,17800
VILLAGE TAXABLE,17800
SCHOOL TAXABLE,15970
FULL MKT VAL,1005649
COUNTY TAXABLE,12700
VILLAGE TAXABLE,12700
SCHOOL TAXABLE,12700
FULL MKT VAL,717514
COUNTY TAXABLE,22250
VILLAGE TAXABLE,22250
SCHOOL TAXABLE,20420
FULL MKT VAL,1257062
COUNTY TAXABLE,14950
VILLAGE TAXABLE,14950
SCHOOL TAXABLE,14950
FULL MKT VAL,844632
COUNTY TAXABLE,14800
VILLAGE TAXABLE,14800
SCHOOL TAXABLE,14800
FULL MKT VAL,836158
COUNTY TAXABLE,14425
VILLAGE TAXABLE,14425
SCHOOL TAXABLE,14425
FULL MKT VAL,814971
COUNTY TAXABLE,13600
VILLAGE TAXABLE,13600
SCHOOL TAXABLE,13600
FULL MKT VAL,768361
COUNTY TAXABLE,14700
VILLAGE TAXABLE,14700
SCHOOL TAXABLE,14700
FULL MKT VAL,830508
COUNTY TAXABLE,16100
VILLAGE TAXABLE,16100
SCHOOL TAXABLE,14270
FULL MKT VAL,909604
COUNTY TAXABLE,21750
VILLAGE TAXABLE,21750
SCHOOL TAXABLE,19920
FULL MKT VAL,1228813
COUNTY TAXABLE,19000
VILLAGE TAXABLE,19000
SCHOOL TAXABLE,19000
FULL MKT VAL,1073446
COUNTY TAXABLE,18800
VILLAGE TAXABLE,18800
SCHOOL TAXABLE,18800
FULL MKT VAL,1062146
COUNTY TAXABLE,20685
VILLAGE TAXABLE,20685
SCHOOL TAXABLE,20685
FULL MKT VAL,1168644
COUNTY TAXABLE,28400
VILLAGE TAXABLE,28400
SCHOOL TAXABLE,28400
FULL MKT VAL,1604519
COUNTY TAXABLE,30350
VILLAGE TAXABLE,30350
SCHOOL TAXABLE,30350
FULL MKT VAL,1714689
COUNTY TAXABLE,23450
VILLAGE TAXABLE,23450
SCHOOL TAXABLE,23450
FULL MKT VAL,1324858
COUNTY TAXABLE,17000
VILLAGE TAXABLE,17000
SCHOOL TAXABLE,15170
FULL MKT VAL,960451
COUNTY TAXABLE,18475
VILLAGE TAXABLE,18475
SCHOOL TAXABLE,16645
FULL MKT VAL,1043785
COUNTY TAXABLE,22625
VILLAGE TAXABLE,22625
SCHOOL TAXABLE,22625
FULL MKT VAL,1278248
COUNTY TAXABLE,31150
VILLAGE TAXABLE,31150
SCHOOL TAXABLE,31150
FULL MKT VAL,1759887
COUNTY TAXABLE,20675
VILLAGE TAXABLE,20675
SCHOOL TAXABLE,20675
FULL MKT VAL,1168079
COUNTY TAXABLE,39250
VILLAGE TAXABLE,39250
FULL MKT VAL,2217514
SCHOOL TAXABLE,37420
COUNTY TAXABLE,33450
VILLAGE TAXABLE,33450
SCHOOL TAXABLE,33450
FULL MKT VAL,1889830
COUNTY TAXABLE,34550
VILLAGE TAXABLE,34550
SCHOOL TAXABLE,34550
FULL MKT VAL,1951977
COUNTY TAXABLE,31150
VILLAGE TAXABLE,31150
SCHOOL TAXABLE,31150
FULL MKT VAL,1759887
COUNTY TAXABLE,18575
VILLAGE TAXABLE,18575
SCHOOL TAXABLE,16745
FULL MKT VAL,1049435
COUNTY TAXABLE,28100
VILLAGE TAXABLE,28100
SCHOOL TAXABLE,26270
FULL MKT VAL,1587570
COUNTY TAXABLE,20000
VILLAGE TAXABLE,20000
SCHOOL TAXABLE,18170
FULL MKT VAL,1129943
COUNTY TAXABLE,22700
VILLAGE TAXABLE,22700
SCHOOL TAXABLE,20870
FULL MKT VAL,1282485
COUNTY TAXABLE,26900
VILLAGE TAXABLE,26900
SCHOOL TAXABLE,26900
FULL MKT VAL,1519774
COUNTY TAXABLE,31600
VILLAGE TAXABLE,31600
SCHOOL TAXABLE,31600
FULL MKT VAL,1785310
COUNTY TAXABLE,16050
VILLAGE TAXABLE,16050
SCHOOL TAXABLE,14220
FULL MKT VAL,906779
COUNTY TAXABLE,17850
VILLAGE TAXABLE,17850
SCHOOL TAXABLE,17850
FULL MKT VAL,1008474
COUNTY TAXABLE,19350
VILLAGE TAXABLE,19350
SCHOOL TAXABLE,17520
FULL MKT VAL,1093220
COUNTY TAXABLE,29000
VILLAGE TAXABLE,29000
SCHOOL TAXABLE,27170
FULL MKT VAL,1638418
COUNTY TAXABLE,34760
VILLAGE TAXABLE,34760
SCHOOL TAXABLE,34760
FULL MKT VAL,1963841
COUNTY TAXABLE,32300
VILLAGE TAXABLE,32300
SCHOOL TAXABLE,32300
FULL MKT VAL,1824858
COUNTY TAXABLE,16700
VILLAGE TAXABLE,16700
FULL MKT VAL,943502
SCHOOL TAXABLE,14870
COUNTY TAXABLE,25525
VILLAGE TAXABLE,25525
SCHOOL TAXABLE,25525
FULL MKT VAL,1442090
COUNTY TAXABLE,22450
VILLAGE TAXABLE,22450
SCHOOL TAXABLE,22450
FULL MKT VAL,1268361
COUNTY TAXABLE,21325
VILLAGE TAXABLE,21325
SCHOOL TAXABLE,19495
FULL MKT VAL,1204802
COUNTY TAXABLE,28000
VILLAGE TAXABLE,28000
SCHOOL TAXABLE,28000
FULL MKT VAL,1581920
COUNTY TAXABLE,41350
VILLAGE TAXABLE,41350
SCHOOL TAXABLE,41350
FULL MKT VAL,2336158
COUNTY TAXABLE,18500
VILLAGE TAXABLE,18500
FULL MKT VAL,1045197
SCHOOL TAXABLE,16670
COUNTY TAXABLE,25350
VILLAGE TAXABLE,25350
SCHOOL TAXABLE,25350
FULL MKT VAL,1432203
COUNTY TAXABLE,33000
VILLAGE TAXABLE,33000
SCHOOL TAXABLE,33000
FULL MKT VAL,1864406
COUNTY TAXABLE,47400
VILLAGE TAXABLE,47400
SCHOOL TAXABLE,47400
FULL MKT VAL,2677966
COUNTY TAXABLE,28750
VILLAGE TAXABLE,28750
FULL MKT VAL,1624293
SCHOOL TAXABLE,26920
COUNTY TAXABLE,31900
VILLAGE TAXABLE,31900
SCHOOL TAXABLE,31900
FULL MKT VAL,1802259
COUNTY TAXABLE,56375
VILLAGE TAXABLE,56375
SCHOOL TAXABLE,56375
FULL MKT VAL,3185028
COUNTY TAXABLE,20000
VILLAGE TAXABLE,20000
SCHOOL TAXABLE,20000
FULL MKT VAL,1129943
COUNTY TAXABLE,33000
VILLAGE TAXABLE,33000
SCHOOL TAXABLE,33000
FULL MKT VAL,1864406
COUNTY TAXABLE,25500
VILLAGE TAXABLE,25500
SCHOOL TAXABLE,25500
FULL MKT VAL,1440677
COUNTY TAXABLE,28275
VILLAGE TAXABLE,28275
SCHOOL TAXABLE,26445
FULL MKT VAL,1597457
COUNTY TAXABLE,16600
FULL MKT VAL,1062146
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,16970
COUNTY TAXABLE,45750
VILLAGE TAXABLE,45750
SCHOOL TAXABLE,45750
FULL MKT VAL,2584745
COUNTY TAXABLE,32600
VILLAGE TAXABLE,32600
FULL MKT VAL,1841807
SCHOOL TAXABLE,30770
COUNTY TAXABLE,31675
VILLAGE TAXABLE,31675
SCHOOL TAXABLE,29845
FULL MKT VAL,1789548
COUNTY TAXABLE,39600
VILLAGE TAXABLE,39600
SCHOOL TAXABLE,39600
FULL MKT VAL,2237288
COUNTY TAXABLE,22925
VILLAGE TAXABLE,22925
SCHOOL TAXABLE,22925
FULL MKT VAL,1295197
COUNTY TAXABLE,22250
VILLAGE TAXABLE,22250
SCHOOL TAXABLE,20420
FULL MKT VAL,1257062
COUNTY TAXABLE,24490
VILLAGE TAXABLE,24490
SCHOOL TAXABLE,24490
FULL MKT VAL,1383615
COUNTY TAXABLE,31500
VILLAGE TAXABLE,31500
SCHOOL TAXABLE,29670
FULL MKT VAL,1779661
COUNTY TAXABLE,24250
VILLAGE TAXABLE,24250
SCHOOL TAXABLE,24250
FULL MKT VAL,1370056
COUNTY TAXABLE,23325
VILLAGE TAXABLE,23325
SCHOOL TAXABLE,21495
FULL MKT VAL,1317796
COUNTY TAXABLE,23825
VILLAGE TAXABLE,23825
SCHOOL TAXABLE,23825
FULL MKT VAL,1346045
COUNTY TAXABLE,23600
VILLAGE TAXABLE,23600
SCHOOL TAXABLE,23600
FULL MKT VAL,1333333
COUNTY TAXABLE,18875
VILLAGE TAXABLE,18875
SCHOOL TAXABLE,17045
FULL MKT VAL,1151129
COUNTY TAXABLE,18390
VILLAGE TAXABLE,18390
SCHOOL TAXABLE,15610
FULL MKT VAL,1096045
COUNTY TAXABLE,28150
VILLAGE TAXABLE,28150
SCHOOL TAXABLE,28150
FULL MKT VAL,1590395
COUNTY TAXABLE,25800
VILLAGE TAXABLE,25800
SCHOOL TAXABLE,23970
FULL MKT VAL,1457627
COUNTY TAXABLE,11700
FULL MKT VAL,943502
VILLAGE TAXABLE,11700
SCHOOL TAXABLE,14870
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,17500
FULL MKT VAL,988700
COUNTY TAXABLE,18575
VILLAGE TAXABLE,18575
SCHOOL TAXABLE,16745
FULL MKT VAL,1049435
COUNTY TAXABLE,26500
VILLAGE TAXABLE,26500
SCHOOL TAXABLE,26500
FULL MKT VAL,1497175
COUNTY TAXABLE,27100
VILLAGE TAXABLE,27100
SCHOOL TAXABLE,27100
FULL MKT VAL,1531073
COUNTY TAXABLE,27275
VILLAGE TAXABLE,27275
SCHOOL TAXABLE,25445
FULL MKT VAL,1540960
COUNTY TAXABLE,29200
VILLAGE TAXABLE,29200
FULL MKT VAL,1649717
SCHOOL TAXABLE,27370
COUNTY TAXABLE,36750
VILLAGE TAXABLE,36750
SCHOOL TAXABLE,36750
FULL MKT VAL,2076271
COUNTY TAXABLE,400
VILLAGE TAXABLE,400
SCHOOL TAXABLE,400
FULL MKT VAL,22598
COUNTY TAXABLE,28400
VILLAGE TAXABLE,28400
SCHOOL TAXABLE,28400
FULL MKT VAL,1604519
COUNTY TAXABLE,23900
VILLAGE TAXABLE,23900
SCHOOL TAXABLE,23900
FULL MKT VAL,1350282
COUNTY TAXABLE,39600
VILLAGE TAXABLE,39600
SCHOOL TAXABLE,39600
FULL MKT VAL,2237288
COUNTY TAXABLE,25350
VILLAGE TAXABLE,25350
FULL MKT VAL,1432203
SCHOOL TAXABLE,23520
COUNTY TAXABLE,17550
VILLAGE TAXABLE,17550
SCHOOL TAXABLE,15720
FULL MKT VAL,991525
COUNTY TAXABLE,22525
VILLAGE TAXABLE,22525
SCHOOL TAXABLE,22525
FULL MKT VAL,1272598
COUNTY TAXABLE,20250
VILLAGE TAXABLE,20250
SCHOOL TAXABLE,18420
FULL MKT VAL,1144067
COUNTY TAXABLE,20250
VILLAGE TAXABLE,20250
SCHOOL TAXABLE,18420
FULL MKT VAL,1144067
COUNTY TAXABLE,6850
VILLAGE TAXABLE,6850
SCHOOL TAXABLE,6850
FULL MKT VAL,387005
COUNTY TAXABLE,22400
VILLAGE TAXABLE,22400
SCHOOL TAXABLE,22400
FULL MKT VAL,1265536
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,15670
FULL MKT VAL,988700
COUNTY TAXABLE,30450
VILLAGE TAXABLE,30450
SCHOOL TAXABLE,30450
FULL MKT VAL,1720338
COUNTY TAXABLE,27650
VILLAGE TAXABLE,27650
FULL MKT VAL,1562146
SCHOOL TAXABLE,25820
COUNTY TAXABLE,16000
VILLAGE TAXABLE,16000
SCHOOL TAXABLE,16000
FULL MKT VAL,903954
COUNTY TAXABLE,18925
VILLAGE TAXABLE,18925
SCHOOL TAXABLE,18925
FULL MKT VAL,1069209
COUNTY TAXABLE,17900
VILLAGE TAXABLE,17900
FULL MKT VAL,1011299
SCHOOL TAXABLE,14110
COUNTY TAXABLE,16225
VILLAGE TAXABLE,16225
SCHOOL TAXABLE,14395
FULL MKT VAL,916666
COUNTY TAXABLE,23500
VILLAGE TAXABLE,23500
SCHOOL TAXABLE,23500
FULL MKT VAL,1327683
COUNTY TAXABLE,26875
VILLAGE TAXABLE,26875
SCHOOL TAXABLE,26875
FULL MKT VAL,1518361
COUNTY TAXABLE,14790
FULL MKT VAL,892655
VILLAGE TAXABLE,14790
SCHOOL TAXABLE,13970
COUNTY TAXABLE,17000
VILLAGE TAXABLE,17000
SCHOOL TAXABLE,15170
FULL MKT VAL,960451
COUNTY TAXABLE,27115
VILLAGE TAXABLE,27115
SCHOOL TAXABLE,27115
FULL MKT VAL,1531920
COUNTY TAXABLE,21100
VILLAGE TAXABLE,21100
SCHOOL TAXABLE,21100
FULL MKT VAL,1192090
COUNTY TAXABLE,21000
VILLAGE TAXABLE,21000
SCHOOL TAXABLE,19170
FULL MKT VAL,1186440
COUNTY TAXABLE,25200
VILLAGE TAXABLE,25200
SCHOOL TAXABLE,23370
FULL MKT VAL,1423728
COUNTY TAXABLE,37850
VILLAGE TAXABLE,37850
SCHOOL TAXABLE,37850
FULL MKT VAL,2138418
COUNTY TAXABLE,18575
VILLAGE TAXABLE,18575
SCHOOL TAXABLE,18575
FULL MKT VAL,1049435
COUNTY TAXABLE,29600
VILLAGE TAXABLE,29600
FULL MKT VAL,1672316
SCHOOL TAXABLE,27770
COUNTY TAXABLE,40000
VILLAGE TAXABLE,40000
SCHOOL TAXABLE,40000
FULL MKT VAL,2259887
COUNTY TAXABLE,24100
VILLAGE TAXABLE,24100
SCHOOL TAXABLE,24100
FULL MKT VAL,1361581
COUNTY TAXABLE,20550
VILLAGE TAXABLE,20550
SCHOOL TAXABLE,20550
FULL MKT VAL,1161016
COUNTY TAXABLE,45050
VILLAGE TAXABLE,45050
SCHOOL TAXABLE,45050
FULL MKT VAL,2545197
COUNTY TAXABLE,41875
VILLAGE TAXABLE,41875
SCHOOL TAXABLE,40045
FULL MKT VAL,2365819
COUNTY TAXABLE,37850
VILLAGE TAXABLE,37850
SCHOOL TAXABLE,37850
FULL MKT VAL,2138418
COUNTY TAXABLE,27400
VILLAGE TAXABLE,27400
SCHOOL TAXABLE,27400
FULL MKT VAL,1548022
COUNTY TAXABLE,44250
VILLAGE TAXABLE,44250
SCHOOL TAXABLE,44250
FULL MKT VAL,2499999
COUNTY TAXABLE,21550
VILLAGE TAXABLE,21550
SCHOOL TAXABLE,21550
FULL MKT VAL,1217514
COUNTY TAXABLE,15000
VILLAGE TAXABLE,15000
SCHOOL TAXABLE,13170
FULL MKT VAL,847457
COUNTY TAXABLE,14000
VILLAGE TAXABLE,14000
SCHOOL TAXABLE,12170
FULL MKT VAL,790960
COUNTY TAXABLE,17700
VILLAGE TAXABLE,17700
SCHOOL TAXABLE,15870
FULL MKT VAL,999999
COUNTY TAXABLE,20250
VILLAGE TAXABLE,20250
FULL MKT VAL,1144067
SCHOOL TAXABLE,16460
COUNTY TAXABLE,17050
VILLAGE TAXABLE,17050
FULL MKT VAL,963276
SCHOOL TAXABLE,15220
COUNTY TAXABLE,10600
VILLAGE TAXABLE,10600
SCHOOL TAXABLE,8770
FULL MKT VAL,598870
COUNTY TAXABLE,14650
VILLAGE TAXABLE,14650
SCHOOL TAXABLE,14650
FULL MKT VAL,827683
COUNTY TAXABLE,21750
VILLAGE TAXABLE,21750
FULL MKT VAL,1228813
SCHOOL TAXABLE,19920
COUNTY TAXABLE,13270
VILLAGE TAXABLE,13270
FULL MKT VAL,749717
SCHOOL TAXABLE,11440
COUNTY TAXABLE,19600
VILLAGE TAXABLE,19600
FULL MKT VAL,1107344
SCHOOL TAXABLE,17770
COUNTY TAXABLE,17200
VILLAGE TAXABLE,17200
SCHOOL TAXABLE,15370
FULL MKT VAL,971751
COUNTY TAXABLE,19000
VILLAGE TAXABLE,19000
SCHOOL TAXABLE,17170
FULL MKT VAL,1073446
COUNTY TAXABLE,12100
VILLAGE TAXABLE,12100
SCHOOL TAXABLE,12100
FULL MKT VAL,683615
COUNTY TAXABLE,31750
VILLAGE TAXABLE,31750
SCHOOL TAXABLE,31750
FULL MKT VAL,1793785
COUNTY TAXABLE,18000
FULL MKT VAL,1299435
VILLAGE TAXABLE,18000
SCHOOL TAXABLE,21170
COUNTY TAXABLE,18790
VILLAGE TAXABLE,18790
FULL MKT VAL,1118644
SCHOOL TAXABLE,17970
COUNTY TAXABLE,14375
VILLAGE TAXABLE,14375
SCHOOL TAXABLE,12545
FULL MKT VAL,812146
COUNTY TAXABLE,14592
VILLAGE TAXABLE,14592
FULL MKT VAL,919491
SCHOOL TAXABLE,14445
COUNTY TAXABLE,13500
VILLAGE TAXABLE,13500
SCHOOL TAXABLE,11670
FULL MKT VAL,762711
COUNTY TAXABLE,16275
VILLAGE TAXABLE,16275
SCHOOL TAXABLE,16275
FULL MKT VAL,919491
COUNTY TAXABLE,17575
VILLAGE TAXABLE,17575
SCHOOL TAXABLE,15745
FULL MKT VAL,992937
COUNTY TAXABLE,17650
VILLAGE TAXABLE,17650
SCHOOL TAXABLE,15820
FULL MKT VAL,997175
COUNTY TAXABLE,14950
VILLAGE TAXABLE,14950
FULL MKT VAL,844632
SCHOOL TAXABLE,11160
COUNTY TAXABLE,16800
VILLAGE TAXABLE,16800
SCHOOL TAXABLE,14970
FULL MKT VAL,949152
COUNTY TAXABLE,23060
VILLAGE TAXABLE,23060
SCHOOL TAXABLE,21230
FULL MKT VAL,1302824
COUNTY TAXABLE,14900
VILLAGE TAXABLE,14900
SCHOOL TAXABLE,13070
FULL MKT VAL,841807
COUNTY TAXABLE,12403
VILLAGE TAXABLE,12403
SCHOOL TAXABLE,10573
FULL MKT VAL,700734
COUNTY TAXABLE,13825
VILLAGE TAXABLE,13825
FULL MKT VAL,781073
SCHOOL TAXABLE,11995
COUNTY TAXABLE,13375
VILLAGE TAXABLE,13375
SCHOOL TAXABLE,11545
FULL MKT VAL,755649
COUNTY TAXABLE,7545
FULL MKT VAL,909604
VILLAGE TAXABLE,7545
SCHOOL TAXABLE,4260
COUNTY TAXABLE,17425
VILLAGE TAXABLE,17425
SCHOOL TAXABLE,15595
FULL MKT VAL,984463
COUNTY TAXABLE,18475
VILLAGE TAXABLE,18475
SCHOOL TAXABLE,18475
FULL MKT VAL,1043785
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,21725
VILLAGE TAXABLE,21725
SCHOOL TAXABLE,19895
FULL MKT VAL,1227401
COUNTY TAXABLE,17200
VILLAGE TAXABLE,17200
SCHOOL TAXABLE,17200
FULL MKT VAL,971751
COUNTY TAXABLE,16800
VILLAGE TAXABLE,16800
SCHOOL TAXABLE,14970
FULL MKT VAL,949152
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,15670
FULL MKT VAL,988700
COUNTY TAXABLE,11450
VILLAGE TAXABLE,11450
SCHOOL TAXABLE,11450
FULL MKT VAL,646892
COUNTY TAXABLE,15750
VILLAGE TAXABLE,15750
SCHOOL TAXABLE,13920
FULL MKT VAL,889830
COUNTY TAXABLE,14550
VILLAGE TAXABLE,14550
SCHOOL TAXABLE,12720
FULL MKT VAL,822033
COUNTY TAXABLE,15850
VILLAGE TAXABLE,15850
SCHOOL TAXABLE,14020
FULL MKT VAL,895480
COUNTY TAXABLE,22450
VILLAGE TAXABLE,22450
SCHOOL TAXABLE,20620
FULL MKT VAL,1268361
COUNTY TAXABLE,15800
VILLAGE TAXABLE,15800
FULL MKT VAL,892655
SCHOOL TAXABLE,13970
COUNTY TAXABLE,14575
VILLAGE TAXABLE,14575
SCHOOL TAXABLE,12745
FULL MKT VAL,823446
COUNTY TAXABLE,44200
VILLAGE TAXABLE,44200
SCHOOL TAXABLE,44200
FULL MKT VAL,2497175
COUNTY TAXABLE,15400
VILLAGE TAXABLE,15400
SCHOOL TAXABLE,13570
FULL MKT VAL,870056
COUNTY TAXABLE,19000
VILLAGE TAXABLE,19000
FULL MKT VAL,1073446
SCHOOL TAXABLE,17170
COUNTY TAXABLE,14975
VILLAGE TAXABLE,14975
SCHOOL TAXABLE,13145
FULL MKT VAL,846045
COUNTY TAXABLE,25375
VILLAGE TAXABLE,25375
SCHOOL TAXABLE,25375
FULL MKT VAL,1433615
COUNTY TAXABLE,23700
VILLAGE TAXABLE,23700
SCHOOL TAXABLE,21870
FULL MKT VAL,1338983
COUNTY TAXABLE,38000
VILLAGE TAXABLE,38000
SCHOOL TAXABLE,38000
FULL MKT VAL,2146892
COUNTY TAXABLE,21500
VILLAGE TAXABLE,21500
SCHOOL TAXABLE,21500
FULL MKT VAL,1214689
COUNTY TAXABLE,32550
VILLAGE TAXABLE,32550
SCHOOL TAXABLE,32550
FULL MKT VAL,1838983
COUNTY TAXABLE,47400
VILLAGE TAXABLE,47400
SCHOOL TAXABLE,47400
FULL MKT VAL,2677966
COUNTY TAXABLE,27500
VILLAGE TAXABLE,27500
SCHOOL TAXABLE,27500
FULL MKT VAL,1553672
COUNTY TAXABLE,18100
VILLAGE TAXABLE,18100
FULL MKT VAL,1022598
SCHOOL TAXABLE,16270
COUNTY TAXABLE,50150
VILLAGE TAXABLE,50150
SCHOOL TAXABLE,48320
FULL MKT VAL,2833333
COUNTY TAXABLE,23225
VILLAGE TAXABLE,23225
SCHOOL TAXABLE,23225
FULL MKT VAL,1312146
COUNTY TAXABLE,26400
VILLAGE TAXABLE,26400
SCHOOL TAXABLE,26400
FULL MKT VAL,1491525
COUNTY TAXABLE,36000
VILLAGE TAXABLE,36000
SCHOOL TAXABLE,34170
FULL MKT VAL,2033898
COUNTY TAXABLE,48225
VILLAGE TAXABLE,48225
SCHOOL TAXABLE,48225
FULL MKT VAL,2724576
COUNTY TAXABLE,11600
FULL MKT VAL,1310734
VILLAGE TAXABLE,11600
SCHOOL TAXABLE,7810
COUNTY TAXABLE,40400
VILLAGE TAXABLE,40400
SCHOOL TAXABLE,40400
FULL MKT VAL,2282485
COUNTY TAXABLE,46650
VILLAGE TAXABLE,46650
SCHOOL TAXABLE,46650
FULL MKT VAL,2635593
COUNTY TAXABLE,26200
VILLAGE TAXABLE,26200
FULL MKT VAL,1480225
SCHOOL TAXABLE,24370
COUNTY TAXABLE,35200
VILLAGE TAXABLE,35200
SCHOOL TAXABLE,35200
FULL MKT VAL,1988700
COUNTY TAXABLE,25390
VILLAGE TAXABLE,25390
SCHOOL TAXABLE,26400
FULL MKT VAL,1491525
COUNTY TAXABLE,23750
VILLAGE TAXABLE,23750
FULL MKT VAL,1341807
SCHOOL TAXABLE,21920
COUNTY TAXABLE,40675
VILLAGE TAXABLE,40675
SCHOOL TAXABLE,40675
FULL MKT VAL,2298022
COUNTY TAXABLE,33450
VILLAGE TAXABLE,33450
SCHOOL TAXABLE,33450
